pizza_name_id,pizza_name,pizza_ingredients,Items_Qty_In_Grams
spinach_supr_l,The Spinach Supreme Pizza,Red Onions,60.0
spinach_supr_l,The Spinach Supreme Pizza,Pepperoni,60.0
spinach_supr_l,The Spinach Supreme Pizza,Tomatoes,30.0
spinach_supr_l,The Spinach Supreme Pizza,Artichokes,20.0
spinach_supr_l,The Spinach Supreme Pizza,Kalamata Olives,15.0
spinach_supr_l,The Spinach Supreme Pizza,Garlic,15.0
spinach_supr_l,The Spinach Supreme Pizza,Asiago Cheese,30.0
spinach_supr_m,The Spinach Supreme Pizza,Spinach,30.0
spinach_supr_m,The Spinach Supreme Pizza,Red Onions,40.0
spinach_supr_m,The Spinach Supreme Pizza,Pepperoni,40.0
spinach_supr_m,The Spinach Supreme Pizza,Tomatoes,20.0
spinach_supr_m,The Spinach Supreme Pizza,Artichokes,15.0
spinach_supr_m,The Spinach Supreme Pizza,Kalamata Olives,10.0
spinach_supr_m,The Spinach Supreme Pizza,Garlic,10.0
spinach_supr_m,The Spinach Supreme Pizza,Asiago Cheese,20.0
spinach_supr_s,The Spinach Supreme Pizza,Spinach,15.0
spinach_supr_s,The Spinach Supreme Pizza,Red Onions,20.0
spinach_supr_s,The Spinach Supreme Pizza,Pepperoni,20.0
spinach_supr_s,The Spinach Supreme Pizza,Tomatoes,10.0
spinach_supr_s,The Spinach Supreme Pizza,Artichokes,10.0
spinach_supr_s,The Spinach Supreme Pizza,Kalamata Olives,5.0
spinach_supr_s,The Spinach Supreme Pizza,Garlic,5.0
spinach_supr_s,The Spinach Supreme Pizza,Asiago Cheese,10.0
thai_ckn_l,The Thai Chicken Pizza,Chicken,150.0
thai_ckn_l,The Thai Chicken Pizza,Pineapple,45.0
thai_ckn_l,The Thai Chicken Pizza,Tomatoes,30.0
thai_ckn_l,The Thai Chicken Pizza,Red Peppers,15.0
thai_ckn_l,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,30.0
thai_ckn_m,The Thai Chicken Pizza,Chicken,100.0
thai_ckn_m,The Thai Chicken Pizza,Pineapple,30.0
thai_ckn_m,The Thai Chicken Pizza,Tomatoes,20.0
thai_ckn_m,The Thai Chicken Pizza,Red Peppers,10.0
thai_ckn_m,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,20.0
thai_ckn_s,The Thai Chicken Pizza,Chicken,50.0
thai_ckn_s,The Thai Chicken Pizza,Pineapple,15.0
thai_ckn_s,The Thai Chicken Pizza,Tomatoes,10.0
thai_ckn_s,The Thai Chicken Pizza,Red Peppers,5.0
thai_ckn_s,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,10.0
the_greek_l,The Greek Pizza,Kalamata Olives,15.0
the_greek_l,The Greek Pizza,Feta Cheese,40.0
the_greek_l,The Greek Pizza,Tomatoes,30.0
the_greek_l,The Greek Pizza,Garlic,15.0
the_greek_l,The Greek Pizza,Beef Chuck Roast,100.0
the_greek_l,The Greek Pizza,Red Onions,60.0
the_greek_m,The Greek Pizza,Kalamata Olives,10.0
the_greek_m,The Greek Pizza,Feta Cheese,20.0
the_greek_m,The Greek Pizza,Tomatoes,20.0
the_greek_m,The Greek Pizza,Garlic,10.0
the_greek_m,The Greek Pizza,Beef Chuck Roast,70.0
the_greek_m,The Greek Pizza,Red Onions,40.0
the_greek_s,The Greek Pizza,Kalamata Olives,5.0
the_greek_s,The Greek Pizza,Feta Cheese,10.0
the_greek_s,The Greek Pizza,Tomatoes,10.0
the_greek_s,The Greek Pizza,Garlic,5.0
the_greek_s,The Greek Pizza,Beef Chuck Roast,50.0
the_greek_s,The Greek Pizza,Red Onions,20.0
the_greek_xl,The Greek Pizza,Kalamata Olives,20.0
the_greek_xl,The Greek Pizza,Feta Cheese,60.0
the_greek_xl,The Greek Pizza,Tomatoes,40.0
the_greek_xl,The Greek Pizza,Garlic,20.0
the_greek_xl,The Greek Pizza,Beef Chuck Roast,150.0
the_greek_xl,The Greek Pizza,Red Onions,80.0
the_greek_xxl,The Greek Pizza,Kalamata Olives,25.0
the_greek_xxl,The Greek Pizza,Feta Cheese,80.0
the_greek_xxl,The Greek Pizza,Tomatoes,50.0
the_greek_xxl,The Greek Pizza,Garlic,25.0
the_greek_xxl,The Greek Pizza,Beef Chuck Roast,200.0
the_greek_xxl,The Greek Pizza,Red Onions,100.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Mushrooms,60.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Tomatoes,30.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Peppers,15.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Green Peppers,20.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Onions,60.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Zucchini,30.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Spinach,45.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Garlic,15.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Mushrooms,40.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Tomatoes,20.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Peppers,10.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Green Peppers,15.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Onions,40.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Zucchini,20.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Spinach,30.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Garlic,10.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Mushrooms,20.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Tomatoes,10.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Peppers,5.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Green Peppers,20.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Onions,20.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Zucchini,10.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Spinach,15.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Garlic,5.0
